date,temp_max,temp_min,precipitation,wind_max,humidity_max,cloudcover,city,lat,lon
2019-12-12,6.9,-6.6,0.0,36.1,80,91,Chicago,41.8781,-87.6298
2019-12-13,6.1,-1.2,0.0,21.7,90,84,Chicago,41.8781,-87.6298
2019-12-14,1.2,-4.2,0.0,22.9,94,84,Chicago,41.8781,-87.6298
2019-12-15,-2.5,-8.0,0.7,21.4,82,74,Chicago,41.8781,-87.6298
2019-12-16,-0.4,-4.3,0.3,19.9,88,99,Chicago,41.8781,-87.6298
2019-12-17,0.1,-6.9,0.1,25.1,83,56,Chicago,41.8781,-87.6298
2019-12-18,-2.9,-10.8,0.0,27.1,84,47,Chicago,41.8781,-87.6298
2019-12-19,4.4,-8.3,0.0,27.3,87,24,Chicago,41.8781,-87.6298
2019-12-20,5.1,-6.5,0.0,18.5,92,98,Chicago,41.8781,-87.6298
2019-12-21,7.3,-2.1,0.0,20.7,82,6,Chicago,41.8781,-87.6298
2019-12-22,9.3,-0.1,0.0,23.2,84,13,Chicago,41.8781,-87.6298
2019-12-23,10.0,0.6,0.0,22.9,96,68,Chicago,41.8781,-87.6298
2019-12-24,10.6,-1.3,0.0,24.5,100,86,Chicago,41.8781,-87.6298
2019-12-25,13.2,2.7,0.0,22.8,89,77,Chicago,41.8781,-87.6298
2019-12-26,15.7,5.6,0.0,26.8,93,90,Chicago,41.8781,-87.6298
2019-12-27,5.0,-2.7,0.0,18.9,94,59,Chicago,41.8781,-87.6298
2019-12-28,8.5,-2.7,1.2,26.2,97,92,Chicago,41.8781,-87.6298
2019-12-29,14.8,9.1,19.6,33.7,100,100,Chicago,41.8781,-87.6298
2019-12-30,8.8,-2.0,5.3,40.4,91,98,Chicago,41.8781,-87.6298
2019-12-31,-0.8,-4.9,2.6,39.2,84,82,Chicago,41.8781,-87.6298
2020-01-01,4.6,-6.5,0.0,35.7,88,23,Chicago,41.8781,-87.6298
2020-01-02,9.1,2.1,0.0,32.0,93,53,Chicago,41.8781,-87.6298
2020-01-03,3.6,-0.2,0.0,13.4,96,82,Chicago,41.8781,-87.6298
2020-01-04,1.3,-2.9,2.0,21.8,91,89,Chicago,41.8781,-87.6298
2020-01-05,6.8,-5.1,0.1,36.0,86,46,Chicago,41.8781,-87.6298
2020-01-06,4.1,-3.8,0.0,23.3,75,58,Chicago,41.8781,-87.6298
2020-01-07,4.4,-2.6,0.2,26.0,77,60,Chicago,41.8781,-87.6298
2020-01-08,-2.6,-8.8,0.0,30.3,71,23,Chicago,41.8781,-87.6298
2020-01-09,8.7,-4.6,0.3,42.4,91,88,Chicago,41.8781,-87.6298
2020-01-10,7.8,1.8,19.0,32.0,98,99,Chicago,41.8781,-87.6298
2020-01-11,2.4,-0.9,29.5,47.8,96,100,Chicago,41.8781,-87.6298
2020-01-12,-0.5,-4.1,0.0,23.2,90,99,Chicago,41.8781,-87.6298
2020-01-13,1.0,-0.7,0.0,20.7,90,94,Chicago,41.8781,-87.6298
2020-01-14,6.0,-2.8,0.0,27.9,96,54,Chicago,41.8781,-87.6298
2020-01-15,1.7,-3.1,0.7,25.0,97,70,Chicago,41.8781,-87.6298
2020-01-16,-1.5,-8.4,0.0,27.6,79,46,Chicago,41.8781,-87.6298
2020-01-17,-2.0,-7.7,6.3,38.9,85,99,Chicago,41.8781,-87.6298
2020-01-18,2.0,-13.4,8.5,43.4,96,96,Chicago,41.8781,-87.6298
2020-01-19,-6.6,-16.6,0.0,38.2,74,63,Chicago,41.8781,-87.6298
2020-01-20,-1.9,-7.8,0.3,21.7,91,65,Chicago,41.8781,-87.6298
2020-01-21,-0.5,-10.4,0.0,23.4,81,22,Chicago,41.8781,-87.6298
2020-01-22,1.7,-5.8,0.0,27.5,77,100,Chicago,41.8781,-87.6298
2020-01-23,0.5,-1.8,6.2,19.4,94,100,Chicago,41.8781,-87.6298
2020-01-24,2.8,0.2,10.7,17.7,100,100,Chicago,41.8781,-87.6298
2020-01-25,1.2,-0.2,6.9,21.8,99,100,Chicago,41.8781,-87.6298
2020-01-26,1.5,-2.4,0.2,21.1,93,99,Chicago,41.8781,-87.6298
2020-01-27,1.4,-2.4,0.0,13.3,95,95,Chicago,41.8781,-87.6298
2020-01-28,0.5,-1.4,0.2,10.7,91,97,Chicago,41.8781,-87.6298
2020-01-29,0.2,-1.6,0.0,12.1,93,100,Chicago,41.8781,-87.6298
2020-01-30,1.4,-2.2,0.0,12.3,94,97,Chicago,41.8781,-87.6298
2020-01-31,3.4,-1.6,0.9,12.7,88,97,Chicago,41.8781,-87.6298
2020-02-01,3.2,-0.8,1.0,30.5,96,97,Chicago,41.8781,-87.6298
2020-02-02,11.2,1.1,0.0,38.4,85,66,Chicago,41.8781,-87.6298
2020-02-03,4.3,-1.9,0.0,28.2,93,73,Chicago,41.8781,-87.6298
2020-02-04,1.8,-1.5,0.0,40.1,88,99,Chicago,41.8781,-87.6298
2020-02-05,-1.8,-2.7,3.9,26.0,82,98,Chicago,41.8781,-87.6298
2020-02-06,-1.4,-2.6,4.6,28.2,86,94,Chicago,41.8781,-87.6298
2020-02-07,0.4,-5.2,0.9,21.8,90,82,Chicago,41.8781,-87.6298
2020-02-08,0.6,-7.8,0.0,16.4,89,80,Chicago,41.8781,-87.6298
2020-02-09,1.5,-10.2,4.6,31.1,96,90,Chicago,41.8781,-87.6298
2020-02-10,0.1,-4.3,0.0,23.1,96,95,Chicago,41.8781,-87.6298
2020-02-11,1.7,-5.5,0.0,31.2,86,58,Chicago,41.8781,-87.6298
2020-02-12,2.8,-6.2,5.7,19.9,99,99,Chicago,41.8781,-87.6298
2020-02-13,-1.3,-16.5,3.0,33.0,98,75,Chicago,41.8781,-87.6298
2020-02-14,-11.9,-22.5,0.0,22.6,71,0,Chicago,41.8781,-87.6298
2020-02-15,0.7,-15.9,0.0,32.1,85,58,Chicago,41.8781,-87.6298
2020-02-16,-0.5,-9.5,0.0,18.4,95,29,Chicago,41.8781,-87.6298
2020-02-17,2.8,-6.1,6.5,28.3,95,98,Chicago,41.8781,-87.6298
2020-02-18,2.8,-4.7,0.2,29.2,96,56,Chicago,41.8781,-87.6298
2020-02-19,-3.5,-9.6,0.0,19.8,75,33,Chicago,41.8781,-87.6298
2020-02-20,-5.8,-12.5,0.0,21.8,67,16,Chicago,41.8781,-87.6298
2020-02-21,2.9,-11.1,0.0,29.8,53,8,Chicago,41.8781,-87.6298
2020-02-22,8.7,-4.3,0.0,28.4,66,22,Chicago,41.8781,-87.6298
2020-02-23,11.6,-1.2,0.0,26.5,83,24,Chicago,41.8781,-87.6298
2020-02-24,2.9,-0.3,1.2,23.3,89,100,Chicago,41.8781,-87.6298
2020-02-25,1.6,-0.1,5.2,39.0,92,99,Chicago,41.8781,-87.6298
2020-02-26,-0.3,-4.6,3.0,39.1,88,98,Chicago,41.8781,-87.6298
2020-02-27,-0.8,-6.8,0.0,29.7,74,58,Chicago,41.8781,-87.6298
2020-02-28,-1.6,-8.9,0.0,23.9,69,47,Chicago,41.8781,-87.6298
2020-02-29,2.7,-9.8,0.0,20.2,59,8,Chicago,41.8781,-87.6298
2020-03-01,13.7,-3.1,0.0,30.9,87,91,Chicago,41.8781,-87.6298
2020-03-02,7.3,-1.1,0.0,18.5,95,56,Chicago,41.8781,-87.6298
2020-03-03,9.0,-1.7,0.3,34.7,94,40,Chicago,41.8781,-87.6298
2020-03-04,6.4,-1.7,1.3,19.6,89,34,Chicago,41.8781,-87.6298
2020-03-05,10.3,-2.1,0.2,39.3,81,52,Chicago,41.8781,-87.6298
2020-03-06,1.3,-4.1,0.2,40.6,83,61,Chicago,41.8781,-87.6298
2020-03-07,8.8,-6.5,0.0,28.0,90,15,Chicago,41.8781,-87.6298
2020-03-08,15.1,2.1,0.0,37.3,56,61,Chicago,41.8781,-87.6298
2020-03-09,12.2,8.1,16.3,36.9,94,99,Chicago,41.8781,-87.6298
2020-03-10,9.7,-1.1,1.4,28.5,94,83,Chicago,41.8781,-87.6298
2020-03-11,8.2,-0.0,0.0,13.8,90,99,Chicago,41.8781,-87.6298
2020-03-12,14.7,1.7,0.3,29.5,94,63,Chicago,41.8781,-87.6298
2020-03-13,8.2,-0.1,0.0,31.9,82,54,Chicago,41.8781,-87.6298
2020-03-14,2.2,-0.4,2.1,27.9,86,95,Chicago,41.8781,-87.6298
2020-03-15,1.9,-1.2,0.0,21.2,93,38,Chicago,41.8781,-87.6298
2020-03-16,4.2,-1.5,1.0,16.4,94,96,Chicago,41.8781,-87.6298
2020-03-17,4.8,-0.0,0.0,18.4,88,50,Chicago,41.8781,-87.6298
2020-03-18,7.2,0.9,10.4,18.4,98,90,Chicago,41.8781,-87.6298
2020-03-19,15.5,1.7,12.3,33.1,99,92,Chicago,41.8781,-87.6298
2020-03-20,14.5,-1.0,9.1,34.6,100,92,Chicago,41.8781,-87.6298
2020-03-21,-1.8,-4.2,0.0,28.8,80,61,Chicago,41.8781,-87.6298
2020-03-22,1.8,-2.8,5.2,23.9,93,75,Chicago,41.8781,-87.6298
2020-03-23,4.3,-0.8,1.2,16.3,98,63,Chicago,41.8781,-87.6298
2020-03-24,4.2,-2.1,0.0,16.3,99,67,Chicago,41.8781,-87.6298
2020-03-25,14.8,-1.8,0.1,24.0,99,50,Chicago,41.8781,-87.6298
2020-03-26,8.8,2.0,7.0,25.1,95,92,Chicago,41.8781,-87.6298
2020-03-27,8.1,1.8,7.0,24.8,99,97,Chicago,41.8781,-87.6298
2020-03-28,17.3,5.4,9.9,37.8,99,99,Chicago,41.8781,-87.6298
2020-03-29,15.6,5.9,0.8,49.6,88,83,Chicago,41.8781,-87.6298
2020-03-30,8.5,2.0,0.0,30.1,91,91,Chicago,41.8781,-87.6298
2020-03-31,3.5,1.5,0.0,26.8,91,95,Chicago,41.8781,-87.6298
2020-04-01,6.8,1.3,0.0,19.3,99,54,Chicago,41.8781,-87.6298
2020-04-02,7.2,0.3,0.0,15.9,100,88,Chicago,41.8781,-87.6298
2020-04-03,14.4,4.1,0.1,18.8,90,78,Chicago,41.8781,-87.6298
2020-04-04,11.4,1.6,2.4,21.6,94,76,Chicago,41.8781,-87.6298
2020-04-05,5.1,0.5,0.0,19.2,94,39,Chicago,41.8781,-87.6298
2020-04-06,12.8,0.2,4.3,17.4,95,83,Chicago,41.8781,-87.6298
2020-04-07,23.5,11.2,11.5,29.2,97,64,Chicago,41.8781,-87.6298
2020-04-08,11.9,5.5,2.5,29.2,100,71,Chicago,41.8781,-87.6298
2020-04-09,7.9,1.4,0.2,43.6,76,33,Chicago,41.8781,-87.6298
2020-04-10,7.1,-0.4,0.0,25.3,88,60,Chicago,41.8781,-87.6298
2020-04-11,16.0,3.5,3.6,23.5,87,95,Chicago,41.8781,-87.6298
2020-04-12,18.0,7.7,2.7,26.7,97,98,Chicago,41.8781,-87.6298
2020-04-13,11.9,0.2,0.6,36.8,94,74,Chicago,41.8781,-87.6298
2020-04-14,4.6,-2.7,1.0,33.5,73,53,Chicago,41.8781,-87.6298
2020-04-15,3.3,-3.2,2.5,25.4,80,83,Chicago,41.8781,-87.6298
2020-04-16,7.8,-3.7,0.0,23.4,78,53,Chicago,41.8781,-87.6298
2020-04-17,3.1,0.5,7.5,21.1,90,75,Chicago,41.8781,-87.6298
2020-04-18,12.8,-0.8,0.0,35.9,88,10,Chicago,41.8781,-87.6298
2020-04-19,13.1,2.8,0.2,30.0,82,24,Chicago,41.8781,-87.6298
2020-04-20,15.2,-0.5,1.1,34.4,92,41,Chicago,41.8781,-87.6298
2020-04-21,9.0,2.0,0.0,29.5,77,3,Chicago,41.8781,-87.6298
2020-04-22,13.7,1.5,2.9,22.2,88,82,Chicago,41.8781,-87.6298
2020-04-23,12.2,4.6,1.2,22.0,95,86,Chicago,41.8781,-87.6298
2020-04-24,6.8,3.9,1.0,22.3,95,91,Chicago,41.8781,-87.6298
2020-04-25,6.7,4.2,17.5,31.7,90,100,Chicago,41.8781,-87.6298
2020-04-26,11.1,4.0,0.0,28.1,84,59,Chicago,41.8781,-87.6298
2020-04-27,18.0,1.7,4.6,30.4,93,76,Chicago,41.8781,-87.6298
2020-04-28,19.2,7.8,10.6,25.6,97,85,Chicago,41.8781,-87.6298
2020-04-29,15.5,4.9,42.8,31.6,98,100,Chicago,41.8781,-87.6298
2020-04-30,8.5,4.4,7.4,38.5,91,65,Chicago,41.8781,-87.6298
2020-05-01,14.2,1.2,0.4,20.1,94,44,Chicago,41.8781,-87.6298
2020-05-02,23.4,11.3,0.0,23.8,75,54,Chicago,41.8781,-87.6298
2020-05-03,19.4,6.9,0.0,29.2,77,44,Chicago,41.8781,-87.6298
2020-05-04,6.4,3.3,0.0,30.4,87,70,Chicago,41.8781,-87.6298
2020-05-05,7.6,4.7,6.1,20.5,88,99,Chicago,41.8781,-87.6298
2020-05-06,12.1,3.2,0.0,19.8,72,71,Chicago,41.8781,-87.6298
2020-05-07,17.2,5.6,0.0,31.3,83,58,Chicago,41.8781,-87.6298
2020-05-08,5.3,1.0,0.0,38.8,82,54,Chicago,41.8781,-87.6298
2020-05-09,12.4,-1.6,0.0,28.0,92,25,Chicago,41.8781,-87.6298
2020-05-10,10.2,3.1,7.7,41.0,89,94,Chicago,41.8781,-87.6298
2020-05-11,7.8,2.7,0.0,19.4,93,76,Chicago,41.8781,-87.6298
2020-05-12,13.6,2.5,0.0,21.0,81,41,Chicago,41.8781,-87.6298
2020-05-13,17.0,5.0,0.0,22.9,72,47,Chicago,41.8781,-87.6298
2020-05-14,21.6,10.4,19.3,25.3,98,97,Chicago,41.8781,-87.6298
2020-05-15,19.3,7.1,6.3,25.5,98,96,Chicago,41.8781,-87.6298
2020-05-16,12.3,6.8,1.1,22.4,97,99,Chicago,41.8781,-87.6298
2020-05-17,19.8,11.0,60.5,28.7,98,95,Chicago,41.8781,-87.6298
2020-05-18,17.6,9.3,0.3,20.5,98,84,Chicago,41.8781,-87.6298
2020-05-19,14.2,9.5,1.9,28.2,100,89,Chicago,41.8781,-87.6298
2020-05-20,15.0,9.7,0.0,24.6,88,66,Chicago,41.8781,-87.6298
2020-05-21,15.4,9.7,0.3,18.7,93,57,Chicago,41.8781,-87.6298
2020-05-22,16.2,10.0,0.0,13.2,99,89,Chicago,41.8781,-87.6298
2020-05-23,21.8,10.4,19.0,23.6,100,62,Chicago,41.8781,-87.6298
2020-05-24,27.3,15.7,0.0,22.2,95,35,Chicago,41.8781,-87.6298
2020-05-25,27.0,19.2,1.1,18.8,95,67,Chicago,41.8781,-87.6298
2020-05-26,26.0,19.6,2.7,22.3,92,52,Chicago,41.8781,-87.6298
2020-05-27,25.0,18.8,3.9,20.4,99,81,Chicago,41.8781,-87.6298
2020-05-28,23.8,14.3,15.4,21.9,100,91,Chicago,41.8781,-87.6298
2020-05-29,21.8,14.6,4.4,20.4,100,64,Chicago,41.8781,-87.6298
2020-05-30,16.6,10.5,1.3,16.6,89,29,Chicago,41.8781,-87.6298
2020-05-31,14.2,9.1,0.0,22.3,88,13,Chicago,41.8781,-87.6298
2020-06-01,20.4,10.0,1.2,27.8,72,55,Chicago,41.8781,-87.6298
2020-06-02,29.6,18.0,0.5,29.1,80,49,Chicago,41.8781,-87.6298
2020-06-03,25.6,20.5,1.4,22.7,94,99,Chicago,41.8781,-87.6298
2020-06-04,26.2,17.7,0.3,15.9,100,58,Chicago,41.8781,-87.6298
2020-06-05,29.4,16.4,0.2,18.4,100,73,Chicago,41.8781,-87.6298
2020-06-06,20.1,13.2,0.0,22.7,100,36,Chicago,41.8781,-87.6298
2020-06-07,21.0,12.2,0.0,21.5,92,42,Chicago,41.8781,-87.6298
2020-06-08,28.1,16.6,0.0,20.7,85,47,Chicago,41.8781,-87.6298
2020-06-09,29.6,19.9,15.2,41.7,94,84,Chicago,41.8781,-87.6298
2020-06-10,27.7,16.2,2.0,41.4,95,53,Chicago,41.8781,-87.6298
2020-06-11,24.8,14.1,0.0,27.4,79,17,Chicago,41.8781,-87.6298
2020-06-12,21.2,12.9,0.1,27.1,93,20,Chicago,41.8781,-87.6298
2020-06-13,16.2,12.0,1.8,28.4,80,46,Chicago,41.8781,-87.6298
2020-06-14,17.4,12.3,0.0,22.3,82,9,Chicago,41.8781,-87.6298
2020-06-15,19.5,11.6,0.0,20.2,90,15,Chicago,41.8781,-87.6298
2020-06-16,24.8,13.8,0.0,21.6,90,6,Chicago,41.8781,-87.6298
2020-06-17,27.1,15.8,0.0,19.7,90,6,Chicago,41.8781,-87.6298
2020-06-18,27.8,16.7,0.0,18.9,85,3,Chicago,41.8781,-87.6298
2020-06-19,30.5,18.7,0.0,21.2,82,65,Chicago,41.8781,-87.6298
2020-06-20,31.2,20.2,8.4,25.6,92,80,Chicago,41.8781,-87.6298
2020-06-21,24.6,20.6,7.8,17.4,96,92,Chicago,41.8781,-87.6298
2020-06-22,27.7,19.7,24.0,21.1,95,92,Chicago,41.8781,-87.6298
2020-06-23,23.7,15.9,2.3,25.9,95,45,Chicago,41.8781,-87.6298
2020-06-24,23.5,15.0,3.0,17.5,96,30,Chicago,41.8781,-87.6298
2020-06-25,23.3,15.8,0.5,20.9,89,29,Chicago,41.8781,-87.6298
2020-06-26,29.7,17.3,18.9,29.6,97,99,Chicago,41.8781,-87.6298
2020-06-27,28.8,20.6,1.0,19.9,98,74,Chicago,41.8781,-87.6298
2020-06-28,23.8,20.8,5.8,15.8,100,79,Chicago,41.8781,-87.6298
2020-06-29,28.9,20.8,3.4,19.2,97,84,Chicago,41.8781,-87.6298
2020-06-30,26.8,21.4,5.9,16.2,98,98,Chicago,41.8781,-87.6298
2020-07-01,25.9,20.4,0.0,19.1,98,65,Chicago,41.8781,-87.6298
2020-07-02,26.8,19.1,0.0,18.2,96,73,Chicago,41.8781,-87.6298
2020-07-03,28.3,18.1,0.0,13.6,100,62,Chicago,41.8781,-87.6298
2020-07-04,26.3,20.0,0.0,20.0,100,57,Chicago,41.8781,-87.6298
2020-07-05,29.1,19.4,0.0,15.8,99,17,Chicago,41.8781,-87.6298
2020-07-06,32.1,20.8,0.3,14.7,98,26,Chicago,41.8781,-87.6298
2020-07-07,31.8,23.0,3.2,15.5,86,40,Chicago,41.8781,-87.6298
2020-07-08,30.1,23.6,0.5,16.5,95,70,Chicago,41.8781,-87.6298
2020-07-09,33.4,24.0,4.1,24.5,87,68,Chicago,41.8781,-87.6298
2020-07-10,28.1,21.4,18.0,27.4,94,60,Chicago,41.8781,-87.6298
2020-07-11,29.1,19.8,1.9,22.5,91,48,Chicago,41.8781,-87.6298
2020-07-12,22.4,18.5,6.5,28.2,94,29,Chicago,41.8781,-87.6298
2020-07-13,24.4,16.5,0.6,16.0,100,23,Chicago,41.8781,-87.6298
2020-07-14,29.3,17.5,0.0,23.2,86,64,Chicago,41.8781,-87.6298
2020-07-15,29.5,20.6,64.7,30.7,94,97,Chicago,41.8781,-87.6298
2020-07-16,23.9,20.3,5.5,34.1,93,60,Chicago,41.8781,-87.6298
2020-07-17,29.3,18.1,0.0,18.9,96,12,Chicago,41.8781,-87.6298
2020-07-18,32.2,22.4,0.0,28.8,91,37,Chicago,41.8781,-87.6298
2020-07-19,30.6,21.1,13.1,36.7,95,76,Chicago,41.8781,-87.6298
2020-07-20,25.9,19.8,0.0,17.9,82,77,Chicago,41.8781,-87.6298
2020-07-21,26.9,21.5,4.7,19.5,96,93,Chicago,41.8781,-87.6298
2020-07-22,28.2,21.1,1.5,19.6,96,48,Chicago,41.8781,-87.6298
2020-07-23,23.8,19.1,0.1,20.0,98,29,Chicago,41.8781,-87.6298
2020-07-24,25.1,17.7,0.0,16.2,100,18,Chicago,41.8781,-87.6298
2020-07-25,29.9,18.5,0.0,16.2,98,18,Chicago,41.8781,-87.6298
2020-07-26,32.4,22.2,4.1,24.0,93,35,Chicago,41.8781,-87.6298
2020-07-27,28.3,20.9,15.7,17.0,96,57,Chicago,41.8781,-87.6298
2020-07-28,28.4,18.9,0.1,22.2,78,20,Chicago,41.8781,-87.6298
2020-07-29,28.6,20.9,1.3,22.8,83,71,Chicago,41.8781,-87.6298
2020-07-30,24.9,19.4,1.6,33.7,93,96,Chicago,41.8781,-87.6298
2020-07-31,24.1,18.9,0.0,23.7,91,89,Chicago,41.8781,-87.6298
2020-08-01,23.5,20.1,6.0,16.1,91,99,Chicago,41.8781,-87.6298
2020-08-02,26.6,19.3,9.5,17.3,95,80,Chicago,41.8781,-87.6298
2020-08-03,20.5,17.5,1.3,33.0,99,61,Chicago,41.8781,-87.6298
2020-08-04,19.3,14.4,0.3,27.8,94,24,Chicago,41.8781,-87.6298
2020-08-05,22.9,12.0,0.0,12.6,89,42,Chicago,41.8781,-87.6298
2020-08-06,24.0,15.2,0.0,15.3,86,28,Chicago,41.8781,-87.6298
2020-08-07,25.7,15.0,0.0,17.1,98,15,Chicago,41.8781,-87.6298
2020-08-08,31.3,18.2,0.0,25.5,77,30,Chicago,41.8781,-87.6298
2020-08-09,32.6,21.6,12.8,26.7,93,36,Chicago,41.8781,-87.6298
2020-08-10,29.2,20.4,7.5,23.5,94,74,Chicago,41.8781,-87.6298
2020-08-11,24.9,18.5,0.0,15.2,95,58,Chicago,41.8781,-87.6298
2020-08-12,24.9,16.4,0.0,14.3,98,37,Chicago,41.8781,-87.6298
2020-08-13,25.5,19.1,0.0,16.6,97,48,Chicago,41.8781,-87.6298
2020-08-14,26.9,19.5,0.0,19.3,94,1,Chicago,41.8781,-87.6298
2020-08-15,28.2,19.5,1.4,18.9,97,55,Chicago,41.8781,-87.6298
2020-08-16,24.9,18.0,0.0,22.3,89,6,Chicago,41.8781,-87.6298
2020-08-17,25.8,18.4,0.0,16.6,82,52,Chicago,41.8781,-87.6298
2020-08-18,22.3,18.4,0.0,24.0,88,25,Chicago,41.8781,-87.6298
2020-08-19,23.9,15.8,0.0,22.4,90,0,Chicago,41.8781,-87.6298
2020-08-20,29.0,14.9,0.0,13.9,86,1,Chicago,41.8781,-87.6298
2020-08-21,29.1,17.2,0.0,11.9,84,16,Chicago,41.8781,-87.6298
2020-08-22,30.7,17.6,0.0,19.0,86,7,Chicago,41.8781,-87.6298
2020-08-23,31.2,19.2,0.8,19.2,89,42,Chicago,41.8781,-87.6298
2020-08-24,35.0,20.9,0.1,22.0,97,13,Chicago,41.8781,-87.6298
2020-08-25,25.6,21.7,4.0,34.5,94,46,Chicago,41.8781,-87.6298
2020-08-26,33.2,22.3,0.0,24.4,88,7,Chicago,41.8781,-87.6298
2020-08-27,31.7,23.6,3.3,24.0,90,40,Chicago,41.8781,-87.6298
2020-08-28,30.8,23.1,2.4,21.2,93,29,Chicago,41.8781,-87.6298
2020-08-29,26.7,19.6,0.3,26.3,86,35,Chicago,41.8781,-87.6298
2020-08-30,22.7,18.4,0.0,19.1,89,50,Chicago,41.8781,-87.6298
2020-08-31,30.1,18.0,0.4,22.8,88,71,Chicago,41.8781,-87.6298
2020-09-01,22.1,20.0,4.8,19.9,95,83,Chicago,41.8781,-87.6298
2020-09-02,28.9,19.2,0.0,26.8,95,72,Chicago,41.8781,-87.6298
2020-09-03,29.4,17.0,0.0,39.1,82,23,Chicago,41.8781,-87.6298
2020-09-04,25.2,12.8,0.0,26.0,76,6,Chicago,41.8781,-87.6298
2020-09-05,26.8,16.6,0.0,32.4,85,13,Chicago,41.8781,-87.6298
2020-09-06,27.2,15.6,19.7,37.5,88,74,Chicago,41.8781,-87.6298
2020-09-07,21.8,16.7,4.3,32.7,95,79,Chicago,41.8781,-87.6298
2020-09-08,18.4,16.3,31.6,32.0,94,98,Chicago,41.8781,-87.6298
2020-09-09,18.6,16.1,4.7,27.2,90,94,Chicago,41.8781,-87.6298
2020-09-10,17.4,16.1,6.0,27.3,88,99,Chicago,41.8781,-87.6298
2020-09-11,19.7,16.3,3.1,22.2,89,95,Chicago,41.8781,-87.6298
2020-09-12,22.0,16.8,30.9,21.3,94,88,Chicago,41.8781,-87.6298
2020-09-13,22.6,14.6,0.0,17.3,95,11,Chicago,41.8781,-87.6298
2020-09-14,21.2,15.4,0.0,12.8,99,14,Chicago,41.8781,-87.6298
2020-09-15,24.5,14.0,0.0,21.0,89,0,Chicago,41.8781,-87.6298
2020-09-16,26.3,14.6,0.4,23.4,91,25,Chicago,41.8781,-87.6298
2020-09-17,19.6,14.9,0.2,28.3,88,31,Chicago,41.8781,-87.6298
2020-09-18,14.9,9.8,0.1,28.0,83,26,Chicago,41.8781,-87.6298
2020-09-19,15.2,8.4,0.0,14.2,84,5,Chicago,41.8781,-87.6298
2020-09-20,20.4,9.6,0.0,20.4,85,18,Chicago,41.8781,-87.6298
2020-09-21,22.4,11.0,0.0,18.8,79,28,Chicago,41.8781,-87.6298
2020-09-22,24.7,11.5,0.0,15.5,83,9,Chicago,41.8781,-87.6298
2020-09-23,24.6,13.6,0.0,17.3,91,63,Chicago,41.8781,-87.6298
2020-09-24,25.2,13.7,0.0,20.4,96,36,Chicago,41.8781,-87.6298
2020-09-25,26.3,13.9,0.0,23.7,85,6,Chicago,41.8781,-87.6298
2020-09-26,28.0,16.5,0.0,37.6,93,78,Chicago,41.8781,-87.6298
2020-09-27,25.7,14.2,0.6,33.9,87,92,Chicago,41.8781,-87.6298
2020-09-28,16.9,10.6,7.1,26.1,88,65,Chicago,41.8781,-87.6298
2020-09-29,15.2,8.0,0.0,22.0,94,46,Chicago,41.8781,-87.6298
2020-09-30,17.9,9.9,0.4,43.2,79,33,Chicago,41.8781,-87.6298
2020-10-01,13.4,8.1,5.2,23.8,96,39,Chicago,41.8781,-87.6298
2020-10-02,12.3,7.4,0.1,22.7,95,56,Chicago,41.8781,-87.6298
2020-10-03,13.5,6.1,3.4,15.8,87,90,Chicago,41.8781,-87.6298
2020-10-04,11.3,5.7,1.8,27.2,92,50,Chicago,41.8781,-87.6298
2020-10-05,14.9,2.8,0.0,29.1,93,1,Chicago,41.8781,-87.6298
2020-10-06,21.1,9.8,0.0,30.0,67,14,Chicago,41.8781,-87.6298
2020-10-07,22.1,11.9,0.0,32.6,91,0,Chicago,41.8781,-87.6298
2020-10-08,17.8,8.1,0.0,20.8,94,0,Chicago,41.8781,-87.6298
2020-10-09,25.7,10.5,0.0,34.2,86,20,Chicago,41.8781,-87.6298
2020-10-10,23.5,13.4,0.2,28.0,89,43,Chicago,41.8781,-87.6298
2020-10-11,19.0,13.7,0.9,25.5,91,45,Chicago,41.8781,-87.6298
2020-10-12,22.0,9.5,8.2,38.5,95,27,Chicago,41.8781,-87.6298
2020-10-13,19.8,7.2,0.0,36.2,73,16,Chicago,41.8781,-87.6298
2020-10-14,21.5,6.4,0.0,40.1,87,74,Chicago,41.8781,-87.6298
2020-10-15,15.3,5.1,0.2,36.0,67,58,Chicago,41.8781,-87.6298
2020-10-16,10.6,3.1,0.0,27.5,66,35,Chicago,41.8781,-87.6298
2020-10-17,16.2,2.8,0.0,42.8,79,85,Chicago,41.8781,-87.6298
2020-10-18,13.2,4.3,7.4,30.9,93,94,Chicago,41.8781,-87.6298
2020-10-19,9.5,4.4,5.4,23.0,90,91,Chicago,41.8781,-87.6298
2020-10-20,11.5,5.8,3.3,23.6,94,98,Chicago,41.8781,-87.6298
2020-10-21,12.1,7.7,2.3,22.6,94,97,Chicago,41.8781,-87.6298
2020-10-22,23.6,10.9,14.6,35.4,93,84,Chicago,41.8781,-87.6298
2020-10-23,19.5,4.0,16.5,32.4,93,81,Chicago,41.8781,-87.6298
2020-10-24,6.0,2.4,0.0,21.4,83,66,Chicago,41.8781,-87.6298
2020-10-25,7.8,5.5,0.5,23.8,80,98,Chicago,41.8781,-87.6298
2020-10-26,6.2,1.9,2.8,29.6,88,100,Chicago,41.8781,-87.6298
2020-10-27,2.7,1.3,2.4,16.1,85,95,Chicago,41.8781,-87.6298
